amt,user_id,latitudinal_distance,longitudinal_distance,is_fraud
920.9635398607597,2,0.5222500003808792,0.2502588485092615,1
715.2684318344449,4,0.13137055246766483,0.4490438141373272,1
299.55100218058647,5,0.3929188727620413,0.4885092870734703,1
319.35432981696204,2,0.5865440143970836,0.2693469287019342,1
337.204452959,7,0.4539674793066003,0.6201212691629657,1
980.7206294068309,8,0.5007590578493741,0.481424570320658,1
947.1659280351483,4,0.3705215112277598,0.564974966682939,1
789.1094956849829,2,0.8021543158323673,0.4080446689873025,1
1080.848835018927,7,0.5364442577706716,0.6288390470086117,1
10.96951465522659,2,0.5591485484800489,0.4053872911497983,1
613.4116450626976,3,0.5398119151788306,0.5851565803431471,1
773.0228858228453,5,0.877948828601781,0.333445512717523,1
899.2488641176184,6,0.5252891336971252,0.5408973764183838,1
304.50375638414454,8,0.37097992214530795,0.8473724143568481,1
16.896209183212953,4,0.07076427458681506,0.2633736687373132,1
368.076613552697,5,0.8809831045484063,0.11072118603209256,1
1036.1363310408187,1,0.824768350439669,0.4831705096469102,1
337.9386788068881,8,0.38044987456263124,0.6511252129513443,1
302.8983610105467,7,0.27159271063932716,0.6113382709334114,1
7.573648150211315,1,0.6506457184273832,0.15208259493381562,1
907.437104090468,4,0.4724099588765196,0.7038998499432403,1
262.6391019170634,0,0.7350503365387681,0.5139723563698717,1
334.9083850912607,8,0.3412437718985459,0.9389612225109791,1
16.081426696618863,3,0.12958138533782582,0.35376360084384484,1
302.5757330864155,3,0.15904277508303782,0.14211562845990922,1
318.7111174993824,3,0.7980409097346729,0.6278645334562893,1
710.7762716680401,4,0.16841041577646787,0.33835492029590414,1
952.8841682267591,7,0.6432524224734391,0.30903400506157724,1
88.11073341275694,1,0.30549197392450145,0.0996770424169332,1
313.7224538135808,7,0.8714561543612565,0.32664291808238377,1
934.9188781828602,3,0.631042261782674,0.10621130891336975,1
268.60069166285797,2,0.6783910092266314,0.5260501254353466,1
108.94928820288328,0,0.20089619063549913,0.17095589070650707,1
34.93260231827201,0,0.6691179621750579,0.490961976819674,1
8.642577807916322,0,0.5273951681749115,0.39215719050581044,1
14.881618205503429,6,0.4734398231557199,0.4248203412148863,1
12.850178715997053,0,0.3151426927104011,0.7808302121332429,1
313.05813767172515,6,0.940195814010523,0.248826057193467,1
12.817474506523148,0,0.43891428266228005,0.0873423984023125,1
778.5151502382497,3,0.8850073136094213,0.32791318663045355,1
18.165045242724787,2,0.4855197567476583,0.4370092758953332,1
986.6845040617216,1,0.3934762690191568,0.7197941312513223,1
303.1521935321237,8,0.13984400704406172,0.5361053303785229,1
751.3625850905894,9,0.6723000692433587,0.6042959610522465,1
15.319615936909429,3,0.18457459955435068,0.43827698199911036,1
8.040929566483836,7,0.8393198368246003,0.24628485874314388,1
11.583512889170077,7,0.6653958039774304,0.32852901914859584,1
262.2662025031159,0,0.7991872232677872,0.44447708363493865,1
708.6143726288815,6,0.5638880240941845,0.7543052314550204,1
319.2243090369104,2,0.9361392994859639,0.699436345636804,1
6.521746336655875,3,0.6850975258366095,0.3063115542067527,1
951.3000170769919,7,0.7967607629246112,0.5273950718327455,1
1203.8452487441848,2,0.2475944274039817,0.5441070200459507,1
967.1870690041458,8,0.5414975124083159,0.5015769702134183,1
20.133834392949336,0,0.8826047593107454,0.7633135997544368,1
773.9919647495391,4,0.8076398282967876,0.4326841506336696,1
301.6287921012904,7,0.12632786090222564,0.6166983601474106,1
321.5348805564534,3,0.6437616658013371,0.4706553729717774,1
310.4497860676784,4,0.6004455352208448,0.6205313425469048,1
9.025640958006647,5,0.6847705739613242,0.19417952099667626,1
293.99447500596784,9,0.27199852706080896,0.781770187280856,1
987.1795755126183,5,0.7957155937488658,0.33396102442076125,1
41.62056481649167,1,0.3397364476161515,0.19102380295021132,1
15.338083571908665,7,0.5504510393159683,0.428273045396076,1
940.2269326941063,3,0.7814474608691486,0.34071896351042935,1
313.8674409969578,6,0.8922881274514242,0.21967661035181596,1
6.362838807898821,4,0.9225722464877849,0.3032864572264046,1
752.6612526074179,9,0.7767174286655805,0.4590847228593361,1
681.9123819814713,4,0.2828491629853985,0.5563933084465836,1
305.7105934474927,5,0.45181028383808286,0.042694859644987544,1
302.1765404808388,6,0.2351177370636628,0.4710056094396711,1
294.9330072999808,3,0.7453970263718719,0.33587470291582844,1
946.4758047844086,3,0.33494790993930423,0.44252178321580204,1
347.48866104821747,7,0.7952733610442908,0.35749790843343343,1
892.9139957263657,3,0.4869166039483784,0.6241821602815723,1
952.2791597732775,7,0.7000957335641412,0.2767956029596496,1
20.943323989134633,0,0.16432320855773203,0.4227477999831797,1
907.3076259420152,5,0.4150277932446545,0.6569803120849572,1
970.4997808061569,8,0.46823561678691483,0.48185844758239943,1
969.3077516685114,8,0.45167179736957763,0.3825033985353552,1
1046.8419648628242,3,0.6015795006629496,0.12149389005605638,1
1049.9178358314414,2,0.6553671967218558,0.4728668015766497,1
985.3800544303259,4,0.7319259878703295,0.1684036146012238,1
334.1495465134827,8,0.5508390999039098,0.4101632518347249,1
320.9816930889109,9,0.5672290715329122,0.7334819827279544,1
6.025600077319422,1,0.8214997772095456,0.24762519862813503,1
8.03644838905283,1,0.6879099791194667,0.8105122315278419,1
8.963297614422578,0,0.6046004101576967,0.8583734254140404,1
1045.456069946965,2,0.636221759569337,0.07004412990882936,1
852.0917887724798,2,0.630978608355273,0.31942445280482595,1
7.752747428151593,1,0.6650357760191165,0.16947489475691768,1
306.76581957507153,1,0.16884425536225287,0.07522193132654287,1
8.05156485057612,1,0.6891255744289477,0.8199490386254211,1
303.93993414734143,8,0.25484255329434874,0.8480077381289932,1
1202.3449382022295,2,0.37896413998597295,0.628345653428814,1
986.2922700663593,4,0.754328306745939,0.16662161196339123,1
294.56191893973426,5,0.5736743238534695,0.5919918925676431,1
309.1367475633902,3,0.42767731097239425,0.800476093033368,1
305.3076973487701,7,0.6166937819459641,0.07369975509994942,1
901.6489408792975,8,0.385,0.4572725712594218,1
297.75828776539635,3,0.5997568351905473,0.27728064762461857,1
20.284798784055145,1,0.7379395456506089,0.44481416557177683,1
985.3911112055857,7,0.6909413272651022,0.5867108429511078,1
272.98006720045544,3,0.4652102605775287,0.7342616239619503,1
731.5464354157136,4,0.13238247131099026,0.7450739624417805,1
1182.7832847550387,2,0.47167981278532034,0.6405272746725238,1
982.5246968218197,4,0.3355964911841121,0.6111772850339892,1
955.0684783060562,8,0.7512099249746795,0.4291483141989011,1
337.30341780301217,8,0.34467789570359686,0.7938019562166883,1
774.3991577352481,3,0.47017293303171204,0.41472125125291737,1
1033.2299007210127,3,0.683918265710611,0.31660969516572257,1
302.3875369871112,7,0.019729838433439572,0.6233596166489227,1
1074.7789106633782,5,0.9008352482933594,0.4880370418466854,1
317.78637457948673,6,0.18143376908483208,0.9280522651595235,1
1040.4529859609984,1,0.749648273183833,0.31482178355490037,1
784.8900245191815,2,0.8573987557706835,0.35519061346939423,1
978.7958882412579,7,0.35830063927541944,0.412438802870995,1
737.7245666588784,3,0.08760473329171041,0.6675393333920651,1
283.1058449364867,6,0.41726302224236195,0.6986676143018451,1
940.3770869002237,1,0.07724481157345076,0.5436229796470315,1
336.4906065164283,7,0.3007558253807413,0.9717465495729251,1
304.61945886607197,8,0.3347881110921427,0.8455317258801769,1
20.800447630080676,1,0.6544763835962442,0.3548754133580217,1
308.8813425905716,1,0.33496763538281177,0.5917142928953985,1
1083.6311938990773,7,0.04077518098179518,0.09142003805114066,1
278.8245858539617,1,0.7809880223492142,0.38008309688891395,1
11.568163675711666,9,0.6690400442382436,0.21129881868255135,1
19.220826597622057,0,0.12838527951866552,0.28559887960827024,1
304.8744834781524,7,0.599931187100394,0.04376259938246643,1
713.2904101432218,4,0.14768022317190052,0.40030444935839027,1
1052.3176690747346,2,0.6910491730011071,0.48503461279226007,1
932.8657115026231,1,0.7666671121707846,0.282232816695216,1
264.1883699104043,0,0.6147188419103464,0.6398190445020961,1
309.44007092993667,1,0.36936611303923284,0.35380623208473877,1
941.6214839368112,3,0.3397689576509491,0.4192835530877236,1
9.613408453364684,0,0.6093028112640269,0.5965653880423745,1
349.5832880499164,5,0.8108786459358333,0.3390678222991797,1
17.20962570880387,6,0.2982034603072024,0.3238343171042495,1
337.3025464467101,8,0.3446288290380448,0.7939976588942349,1
308.89125081259976,1,0.3353437808486944,0.5865308248899436,1
1074.047227556594,5,0.9792081784488682,0.5341629320550825,1
320.4865865146156,8,0.5630565628360702,0.5563161150847352,1
668.4095040874414,3,0.3164211501554636,0.4212874184846511,1
19.227755611258523,0,0.03820911633549938,0.24511364278948328,1
295.53872165646686,9,0.21981465794426874,0.8433233380546791,1
1070.228831187822,6,0.7584028957370148,0.6108037513817335,1
308.3819708175023,2,0.3160100032570316,0.8529597112140765,1
7.333375645998364,8,0.8422443080082648,0.33504553593388153,1
319.9521416804609,8,0.215180204711599,0.9051964579884771,1
898.8066086229568,4,0.6378632596109999,0.6523546955275574,1
16.65997813900932,9,0.7603656272246557,0.4974881257335352,1
326.4778983171745,5,0.7944309555766591,0.5828634597591695,1
20.71134084757594,1,0.6688992488574754,0.37041729402745205,1
903.2746761726813,4,0.4013193533216154,0.6146976699815404,1
321.7305151030586,7,0.4456260425212389,0.7903755193321407,1
302.60431877155236,8,0.006485344393373005,0.6724369568462653,1
304.14298688578424,8,0.356944820771373,0.9030330814289804,1
59.28612036119959,1,0.42258635217755686,0.1571466759153653,1
1057.1132640226217,5,0.653195074107089,0.6391621938799499,1
837.1803351669432,0,0.4160484269389383,0.6698579379350927,1
8.345152911213226,1,0.712685110159086,0.622773847283957,1
619.0785088671142,6,0.59706464294981,0.5918914610136882,1
1137.6381203568558,3,0.2826962149851909,0.43801473171407446,1
926.3868539791044,2,0.6940875410281407,0.4411098589132172,1
298.36971641235965,6,0.4875396613371059,0.7156087857467471,1
11.499295904802498,0,0.38193259119798134,0.9139134214714358,1
943.210258296232,7,0.6633510465450783,0.25725055667291397,1
760.3494558657587,3,0.23537191682610598,0.5007828928886217,1
905.6482964790993,5,0.45287496588428316,0.6458763309098082,1
1185.0853261594023,2,0.4607689090524786,0.639093725276968,1
978.9236907506429,7,0.31574568402191905,0.48266942814189695,1
1042.0400163437134,1,0.6855466222145863,0.06056532725086067,1
973.0535466102989,8,0.4117581038106977,0.4666574606529828,1
949.6798355242172,5,0.49239282005629614,0.5661388127426932,1
342.2653392010947,7,0.4051082512170466,0.8168990847587112,1
303.249070551648,7,0.2893147353226391,0.6795214290571012,1
9.765208786254018,2,0.6855317716197656,0.23688517907783818,1
685.6947406470521,4,0.26535148264820424,0.3352996349408017,1
619.1810674607734,7,0.5989162790025809,0.5704276741599366,1
985.116958542647,4,0.7254648423496572,0.16891756935854998,1
309.38469155699323,1,0.35324175619475945,0.3551746862492334,1
598.9731783968625,0,0.5215725262280114,0.7667079583176457,1
931.2883508397082,1,0.7737114038940115,0.3929651976454814,1
879.2134261276043,3,0.5522590399266294,0.5121043266912151,1
320.49386328642584,9,0.33774918451461006,0.8422010646932349,1
264.38096806046934,0,0.599759762293645,0.6554637486012296,1
978.0589422149402,8,0.33178678106080756,0.4440413232435415,1
306.319108623034,2,0.1822149003509004,0.16883396217808677,1
318.9560472708138,8,0.19811747639820013,0.9300988182296539,1
19.8823361608681,0,0.803082333031582,0.5150111347323082,1
316.9772158584631,4,0.3507800624304078,0.3117185098823157,1
315.7086497735534,4,0.7055369515395813,0.15085047275050295,1
771.84864985595,5,0.876439737571037,0.33462831379567376,1
14.529574841955874,4,0.39951071681073336,0.4878361032898986,1
6.159953279129514,1,0.8786701814958058,0.5075450684753524,1
17.10064152462415,4,0.05600681494119403,0.24069445586200816,1
17.729524456632493,3,0.03959221981623076,0.23272838618610076,1
1065.9405179628986,8,0.4770699284483326,0.7060996008244752,1
15.042295789658697,3,0.20459364768401284,0.46904218583473833,1
48.814895953419246,1,0.475181093240812,0.19746141118195876,1
317.9604877551323,2,0.6597581807940816,0.2781625850440966,1
20.812162985988177,1,0.6525801306400529,0.35283203732764334,1
1145.7746784796236,3,0.6482932942496538,0.62716209516274,1
307.0748894804377,1,0.20132301817418638,0.305957212471891,1
1062.079932698234,3,0.8042200485265147,0.4869037083501368,1
6.069157651059067,7,0.7954071565124768,0.5784440994108309,1
314.406555349257,7,0.756409401479789,0.43153848688607477,1
320.9419122614803,9,0.44820403879273435,0.7861350432158355,1
303.29568132111683,6,0.4339455138942039,0.09591945635596143,1
5.838878672967203,1,0.9108906965508264,0.45429642780547624,1
1108.471806702459,8,0.1881256555156603,0.7107523714034597,1
6.354394585657584,4,0.922948940416762,0.30362862087855885,1
1055.2895984572322,3,0.6029596304479354,0.5966090474202959,1
715.5827133813253,4,0.1287791609977011,0.45678785608826533,1
306.65875772651555,1,0.16248405447478192,0.08780329299147005,1
840.3803169506679,0,0.3176993355979574,0.8362826013310782,1
900.5043005800758,2,0.7695071733256998,0.846685078784409,1
933.8219865699581,1,0.40679083910593367,0.2116889374222842,1
20.724696661508446,8,0.5131826693766557,0.2654465212510913,1
268.0855229112732,0,0.7936041134853238,0.4210084656962942,1
667.7000381423255,1,0.25753824796418195,0.7661373435682305,1
756.9128736881258,4,0.336778886748981,0.4808784824618786,1
7.361056209603788,6,0.8780421021738087,0.2628382428078762,1
316.57275960841,5,0.23779170191184398,0.23836255978367438,1
325.38501829932466,10,0.6367547256196895,0.5922849874035383,1
758.7703251847853,8,0.7528141744612413,0.3693620066834656,1
621.2283160288403,7,0.5916436375529653,0.5424280045789164,1
319.3895785895572,3,0.9446300010364943,0.7528480316998761,1
1033.101558172275,3,0.6776985883487109,0.30925467987268196,1
312.33985863322494,5,0.8268714786616579,0.2696673142691204,1
754.5851169893004,8,0.6175417535219765,0.6835414201941007,1
7.813312271097764,1,0.6699620739796026,0.6378242793713121,1
299.0327667506633,4,0.40858498740050386,0.2358600806034425,1
743.3761302934734,3,0.11780817173233264,0.6249209846721686,1
310.28158684848563,4,0.5783140590112649,0.6435821262298056,1
1046.3230731293268,2,0.6362034703862598,0.10469782092984903,1
776.9578770593208,3,0.604436251001758,0.38570802851916036,1
751.8882837386385,9,0.8293012968478559,0.34858159771739683,1
933.4648061090036,1,0.7966954413358057,0.33551838119392985,1
1093.914791256521,4,0.4116823997868607,0.41555012795310936,1
764.6647033161998,3,0.30424633899398057,0.47482253376380734,1
746.532276957866,3,0.13467544734859477,0.6011205344160933,1
897.9921974728101,1,0.8813345533935484,0.8975157060879766,1
303.970136819746,8,0.32575159461482683,0.8197074508602024,1
1207.9621128028375,2,0.35234061740222367,0.6248476723594163,1
954.9986104063387,8,0.7476093706334059,0.4168035564573916,1
1052.0494019232913,2,0.9485501784017298,0.44922429640772266,1
977.890051814975,8,0.3755181352412315,0.3711620604881092,1
878.6263027780983,1,0.5240827935589052,0.5503003470566101,1
304.4302449433163,2,0.1581013985059308,0.10289160441378314,1
32.06850355523581,9,0.6405788434870684,0.2538126696474182,1
12.413310896979823,2,0.4257881128425682,0.4932582561566976,1
12.951380810438769,1,0.3121474737717673,0.7634034837630101,1
750.6308356881918,8,0.5715632270798984,0.7343859020740101,1
318.01690656235724,3,0.6189688305727111,0.5012875569527657,1
988.45025552801,1,0.5326436171297206,0.5731014808650778,1
19.452881374171472,0,0.9087533552318154,0.6777859005959369,1
840.4171860823138,1,0.4842593154294196,0.5556906418144197,1
858.4008905918498,1,0.593956320315087,0.3750325669357125,1
20.65872304303405,1,0.39571686212892887,0.25535412666497975,1
16.564244313982407,7,0.5367193355955794,0.3797088351848955,1
1048.3989239578868,2,0.946431078103011,0.5123958936272706,1
318.0354917307457,6,0.2284910930415013,0.5224538852777778,1
706.8442614391106,4,0.20083159311951024,0.24146837870099847,1
900.5700300697714,8,0.385,0.42501941742967453,1
12.884099185714135,0,0.43685156494560545,0.08708869515373757,1
15.819500076762859,6,0.32171384824890004,0.34103999385897144,1
973.0465098327832,8,0.4119137248519124,0.46669934623343395,1
917.6195405792255,1,0.7166683694106233,0.3461913331744887,1
1037.2010909741402,1,0.8218738378061161,0.4645066493662986,1
23.37462135746004,1,0.38473505745562186,0.6934290179279566,1
949.8740962180609,5,0.49843872835592967,0.3717345413435806,1
1194.689566782966,3,0.22890530461669475,0.5081867911427254,1
1053.1673072271185,3,0.9660549036531055,0.4823568648290308,1
312.38488932540275,6,0.8550643849214148,0.35533601755108013,1
319.41970815257946,3,0.9086658242226168,0.7603086854006273,1
302.4164276558038,7,0.017342556862530552,0.6308711905089803,1
6.309376087223715,1,0.7684395753576492,0.21200539738493998,1
290.67095885309755,3,0.6246135661387408,0.3835921059782618,1
321.7085621472179,9,0.6372016844210937,0.6902013141984037,1
303.80333255555917,8,0.2983383119733127,0.37407771291900205,1
946.3683961038203,5,0.8019095274449448,0.48239934711156884,1
7.706605380696056,7,0.8626272692626294,0.24883643624688845,1
1040.8079467370505,1,0.7417644877071381,0.29848292379885155,1
982.2211048190411,6,0.6543480625327321,0.1745745859348963,1
1030.2121901746366,5,0.5376753700016156,0.1436716677003232,1
10.902606988926921,0,0.54358390154103,0.41149489514427984,1
22.002051772479657,2,0.33315365780064554,0.6139755910883113,1
311.82275352551136,5,0.7810991480935974,0.43237365652405313,1
985.9886026961789,2,0.35469152356694345,0.7347924946702129,1
756.8592364337314,7,0.6398176910433702,0.6541456418826412,1
1061.40653019778,9,0.20894977104051904,0.7966372080266817,1
317.2086669065437,2,0.471640083815864,0.11871995936200537,1
294.94609544449105,3,0.7455058064647673,0.3356968560972853,1
16.856467558219684,5,0.11384900310232687,0.2580825953424253,1
296.68859621966055,3,0.7599883326963871,0.3120190751154306,1
322.3207496632765,6,0.5239456283963068,0.7516211072738772,1
676.9744599013881,3,0.29111577211657186,0.37867986931675807,1
1066.3473465776765,7,0.33109834611140293,0.6592991249885896,1
303.7823292701051,8,0.31626131949999264,0.7831948660762875,1
844.4903590625968,0,0.3382884752030738,0.8025440952554673,1
1175.642100779007,4,0.19002448367484587,0.43345840479349806,1
20.234098691788283,3,0.22991916197466117,0.4745840858546754,1
291.3331418097906,2,0.7264880609917742,0.37666625416662664,1
21.775960542932864,10,0.7034763974377944,0.295079579716247,1
611.8371864881171,5,0.5870062840740474,0.6402314250164185,1
294.5807701778779,4,0.2606687998966649,0.22330404738349902,1
983.092000643439,5,0.5515695145609822,0.3083133235504785,1
1073.6913741445246,5,0.8174317802111039,0.497089547192861,1
314.8393758350057,5,0.7937061653065636,0.18334476045335793,1
902.645154505001,7,0.4180206865627637,0.5206440947429533,1
930.2656433916121,1,0.636344287933385,0.05097368741120286,1
320.42126454302434,5,0.845632807191966,0.7152005462576404,1
1049.8753111071587,2,0.891191186656955,0.36429598282433,1
295.59026113080427,6,0.45027762459384385,0.6065729113917246,1
305.04917131606965,8,0.6015889870122931,0.06406667251291054,1
1033.3740635245608,3,0.6909046169594795,0.32487133275367014,1
316.46600221660617,3,0.6287197751728023,0.12253991714115015,1
743.2039041482778,3,0.11688775003833686,0.6262197392097087,1
12.463848105188294,0,0.3265766928509294,0.8473553038599528,1
307.71601194444224,2,0.26116111481460624,0.6420608072378857,1
1036.8783822434073,1,0.8267351926314904,0.4648780516265408,1
762.1495694884269,7,0.6872073826149322,0.38007668374379244,1
1133.638926250922,2,0.19590020414975007,0.3799803280136997,1
316.9776888122713,3,0.39093362028773737,0.15785036592109702,1
11.307162861782846,0,0.3730688754672409,0.8909721365983937,1
778.3448798021763,3,0.7753413939183273,0.35567547103263475,1
751.272130178309,8,0.5181305550027203,0.7078321236823537,1
737.3928621857777,7,0.4660228710791612,0.5924584902143055,1
751.6510653719997,9,0.695494881495082,0.5720393762720724,1
760.8145917043199,8,0.8622591140347287,0.3457428565673748,1
17.284760750443553,0,0.7659736709880179,0.46725078739502024,1
23.500849120036445,2,0.4925353031037629,0.6566395380132777,1
905.6437891192696,4,0.4756677446423588,0.677111695014611,1
15.169343890809035,7,0.5236554676392029,0.41943774878914253,1
8.957052574858938,4,0.7134370007640849,0.228473712570531,1
14.90337549914197,6,0.4780088548198134,0.42092578565358757,1
1153.0753641442002,3,0.44231705549496175,0.5616341326523481,1
943.3337138173813,7,0.6638512542600796,0.2575166246064253,1
303.27544284357936,8,0.13087562726991817,0.7633386849076963,1
320.1009234538692,9,0.2408800600180276,0.8913710758259904,1
23.05114388241602,1,0.5728489281373944,0.7562083776950626,1
883.5739600822111,1,0.6181493645259888,0.6407019866873139,1
837.253372348409,0,0.4175875559167237,0.6672818361181627,1
1049.6985435797365,3,0.8098314292114551,0.2899825037397258,1
1073.8287002964973,5,0.5236950845664243,0.43209884998062636,1
318.6267025580099,2,0.8054506099082268,0.5002341860033018,1
1054.981508041023,7,0.37482406531325196,0.4978770616569151,1
342.63691200257256,7,0.772874350202474,0.41668061597878436,1
860.6664981490815,1,0.5833243334664986,0.39346644341420034,1
21.41013440834266,2,0.5683680062058762,0.28385447416550535,1
895.5664041652838,3,0.4321110407630492,0.5895985634116322,1
7.944712606699005,2,0.8091680072674572,0.29530574786601993,1
940.3001574070252,1,0.10712170771186103,0.5496513078093902,1
1079.8543130937508,6,0.40772507098951094,0.26063910942705,1
305.1388787040182,8,0.6234247388075324,0.041744136441981286,1
898.1471426110826,1,0.8717169941314866,0.891638371821222,1
904.4149578962165,3,0.5954225345454218,0.7675556975206462,1
11.967143063187969,0,0.5189817543853185,0.13930526100489515,1
12.568513010107567,0,0.3943503781878359,0.4586695615697174,1
1055.4774204353437,3,0.5906591322735748,0.6027715724537579,1
10.742781651022275,0,0.4401548663960445,0.9311924198656811,1
983.8448913514418,5,0.6942252387702919,0.1714025378250904,1
306.5474743462156,1,0.16171509357227615,0.07791253936719378,1
6.61061271438645,2,0.8895795076260221,0.32198774571227096,1
1131.0424889603814,3,0.21449749753920744,0.38519779021378836,1
906.0060188840291,4,0.47234046480523073,0.7036883737896505,1
906.0349754927583,7,0.4320328591910347,0.3195884414174791,1
15.654625925431679,6,0.3547636213111955,0.35422992596546576,1
14.200007718781297,3,0.3303016209440721,0.546828618338148,1
322.8072750143209,4,0.6771492963757804,0.5881228293221055,1
19.196345872093268,0,0.44698443604334026,0.42863626162648316,1
296.67672309186986,3,0.7562607891388632,0.3155563146777117,1
7.140646422854848,1,0.61585634270789,0.11723940551375243,1
1038.0364706354906,3,0.6178912451489117,0.0572024440664887,1
1094.5272616317352,4,0.6913988882568975,0.46919852761411107,1
298.8128403562501,4,0.4415739465624897,0.24300768842187276,1
1043.4300848555383,2,0.7211469195929283,0.11252076159081954,1
298.3048904708711,9,0.26022576613824,0.8649518184965228,1
984.6388163397394,8,0.7494978912306424,0.5364552856704962,1
317.67923572073386,5,0.3061824075972005,0.647189060085493,1
909.7625670368817,4,0.4092401852828237,0.561285861743733,1
321.40604271884735,9,0.6196673136441626,0.7031562523503638,1
762.7144205223593,3,0.27311843682095793,0.48655535842902353,1
20.957689313919694,3,0.27217113906385804,0.5316344607166585,1
16.163033671551172,8,0.6814516989158512,0.47146785748036174,1
8.555230460543997,0,0.6423106810174789,0.8416747424233451,1
320.4957011147296,8,0.5071734876266369,0.7682129228183305,1
23.302586814958804,1,0.5504162743517145,0.7636530605997607,1
303.77771276459583,8,0.3160280386364913,0.782297348648817,1
778.8795192201412,2,0.43888848735287445,0.4608787876270062,1
317.23800023984614,6,0.20632152757621308,0.621806287791005,1
323.1581423517079,6,0.6930108088912847,0.6663611797974354,1
22.00404283098337,9,0.6774242274911446,0.2765424227491145,1
305.72979546011356,5,0.445445420913411,0.04300370320462352,1
1050.4548181315886,5,0.50093084042763,0.28855697235141675,1
6.232539732398697,5,0.7184268235223452,0.4001273550999348,1
7.97205324168195,2,0.8075200785835537,0.29475893516636104,1
17.88860230140132,10,0.8411536684920365,0.49997575369697206,1
756.7177749048693,3,0.3904700887083843,0.37018102191139235,1
1097.8547165125337,7,0.031240246518527026,0.12827735323773626,1
1058.7053139098905,8,0.27108443245345987,0.6700707379684068,1
289.1640957057668,3,0.6922930960640638,0.41906199071772,1
301.55093384480074,5,0.2505133573440055,0.15355843548426157,1
8.709926361699125,2,0.7419420602752476,0.2624263750089324,1
18.565191556136252,3,0.22657845428671164,0.24412109211412955,1
754.3016746862503,8,0.6147653193073498,0.687205259015301,1
314.94248587823586,5,0.5827769283687998,0.2381993085322191,1
1077.3542056260565,6,0.3435695511093655,0.3082206950008647,1
7.075634806948003,9,0.714175475031935,0.4052633358819327,1
10.783403900409903,0,0.4364008861680821,0.9328547395560691,1
300.3252961238752,4,0.21470558141872198,0.19385287597405643,1
17.401627345929818,10,0.8584006981649857,0.5256433919749492,1
10.455830724612712,0,0.4666725536333511,0.9194499835817125,1
299.0151951533725,6,0.17348836118089306,0.36605992861427,1
1044.8265536442354,2,0.686631497515556,0.17390403930986442,1
1031.8757246465686,4,0.618292809795243,0.23900498936104136,1
978.5282228048408,8,0.5643819626512735,0.18803680333252304,1
22.78946816462639,1,0.6204562225966389,0.7942917379252576,1
21.253214786935104,1,0.5909284043549646,0.29956637038947076,1
772.3530294064593,3,0.42695749820008627,0.4285698660630444,1
23.22823962295626,2,0.5024231729978577,0.608031878533896,1
22.688183719501442,1,0.3225053232788582,0.6170065373600013,1
752.8128715727994,6,0.4420965721235721,0.6626932156406431,1
938.3460977225475,4,0.7359682898554195,0.3105223926221233,1
1061.4161247206741,9,0.20173222417545372,0.7976231771097029,1
21.411945448820802,2,0.5683023176190419,0.2841773918914383,1
18.372502341318246,2,0.02648296197312315,0.23241626099936008,1
8.265054365946808,1,0.7062574491191883,0.6765684258332545,1
954.7232252088426,8,0.7334177408237857,0.3681465399672653,1
41.922454208085604,1,0.5714691135444193,0.34318196745651774,1
19.744692741072775,0,0.8975477987428055,0.7144374082787405,1
308.905408592425,1,0.33588125211983805,0.5791242085924754,1
7.579677037171293,1,0.6511696747289952,0.4570109244195222,1
978.1262440591813,8,0.45818542071346563,0.28685455109777513,1
978.7011853119747,9,0.7675498361646681,0.5453385511270982,1
755.7886514602814,6,0.5124886791294305,0.4373515886047155,1
1038.3504082787078,1,0.7864701820744214,0.349573703213116,1
1098.8306028165075,4,0.38055841197942003,0.4087028506354724,1
980.0126513615572,8,0.455814384188746,0.4714810584488376,1
320.2867195639085,5,0.8612938427610537,0.7193983496060556,1
1034.8412435257471,4,0.564597807130853,0.055774941262433556,1
11.1285721119294,2,0.5444567442601416,0.4150676960489321,1
1053.8958172642847,2,0.7783114076811102,0.5423148915473343,1
1073.2012985150434,5,0.5325159093421636,0.4527022529890379,1
308.92502101050155,1,0.33662579762089223,0.5688640083950212,1
305.58720007785786,2,0.1181044418927962,0.2133399381062282,1
328.92349878731034,6,0.6245145847653617,0.5368850857964222,1
703.8727477426462,4,0.16153164820635685,0.6480922893440233,1
9.926781643864562,9,0.6137835808058753,0.11974844199940227,1
300.52249118191844,4,0.18512632271223228,0.1874440365876503,1
757.9914692943851,3,0.19773677204052237,0.5149684474616493,1
7.174374894875122,0,0.6124299138976882,0.1173070573269479,1
317.6367566180102,6,0.23102640300687152,0.44501168997192386,1
970.3779050580417,8,0.6433459189535623,0.3199561499351887,1
9.24406689287381,8,0.5934797345168429,0.08496655356309431,1
6.011762371305867,9,0.7744427167318751,0.5634294772446863,1
306.01657929653624,2,0.13459431712383474,0.14705920584640453,1
39.00359915670313,1,0.5009132772687388,0.22533253848326024,1
988.9914975944125,3,0.8169697261305024,0.16532638785992304,1
11.031624145494934,0,0.49420468291265685,0.09414282196251929,1
22.04251217777388,1,0.6628346978652717,0.726344968400756,1
1055.4658654773039,3,0.591415868741273,0.6023924489938932,1
615.2050974707115,6,0.5966858253596105,0.6116198397458572,1
751.6672431070158,9,0.6967956273364251,0.5702304537400253,1
1030.7409953871029,6,0.48208529270996364,0.055219504495785644,1
328.4787664409808,8,0.259138484617952,0.9389216304050088,1
